Fecha,Equipo,Consumo_kWh,Horas_Operativas,Fallas_Detectadas
2026-07-15,Bomba_Agua,153,23,0
2026-07-15,Ventilador_Norte,123,22,0
2026-07-15,Generador_Respaldo,82,5,0
2026-07-15,Banda_Transportadora,223,15,3
2026-07-16,Motor_Principal,535,23,0
2026-07-16,Compresor_A,298,15,0
2026-07-16,Bomba_Agua,139,24,0
2026-07-16,Ventilador_Norte,109,24,0
2026-07-16,Generador_Respaldo,83,6,2
2026-07-16,Banda_Transportadora,215,14,0
2026-07-17,Motor_Principal,509,23,0
2026-07-17,Compresor_A,280,18,0
2026-07-17,Bomba_Agua,139,24,0
2026-07-17,Ventilador_Norte,108,19,0
2026-07-17,Generador_Respaldo,80,4,0
2026-07-17,Banda_Transportadora,242,16,0
2026-07-18,Motor_Principal,465,21,0
2026-07-18,Compresor_A,293,18,0
2026-07-18,Bomba_Agua,173,23,1
2026-07-18,Ventilador_Norte,102,23,0
2026-07-18,Generador_Respaldo,85,2,2
2026-07-18,Banda_Transportadora,242,17,0
2026-07-19,Motor_Principal,430,19,0
2026-07-19,Compresor_A,336,20,3
2026-07-19,Bomba_Agua,169,21,0
2026-07-19,Ventilador_Norte,116,24,0
2026-07-19,Generador_Respaldo,85,3,0
2026-07-19,Banda_Transportadora,184,13,0
2026-07-20,Motor_Principal,450,21,0
2026-07-20,Compresor_A,321,17,2
2026-07-20,Bomba_Agua,186,21,0
2026-07-20,Ventilador_Norte,89,24,0
2026-07-20,Generador_Respaldo,92,7,0
2026-07-20,Banda_Transportadora,187,18,2
2026-07-21,Motor_Principal,448,22,0
2026-07-21,Compresor_A,434,17,3
2026-07-21,Bomba_Agua,119,24,0
2026-07-21,Ventilador_Norte,112,24,0
2026-07-21,Generador_Respaldo,80,8,0
2026-07-21,Banda_Transportadora,178,14,3
2026-07-22,Motor_Principal,444,23,0
2026-07-22,Compresor_A,322,19,0
2026-07-22,Bomba_Agua,134,24,0
2026-07-22,Ventilador_Norte,109,24,0
2026-07-22,Generador_Respaldo,78,1,3
2026-07-22,Banda_Transportadora,237,14,0
2026-07-23,Motor_Principal,464,18,0
2026-07-23,Compresor_A,328,17,0
2026-07-23,Bomba_Agua,143,24,0
2026-07-23,Ventilador_Norte,105,24,0
2026-07-23,Generador_Respaldo,102,2,3
2026-07-23,Banda_Transportadora,244,17,0
2026-07-24,Motor_Principal,424,21,0
2026-07-24,Compresor_A,321,18,0
2026-07-24,Bomba_Agua,149,23,0
2026-07-24,Ventilador_Norte,119,22,0
2026-07-24,Generador_Respaldo,94,3,0
2026-07-24,Banda_Transportadora,218,16,3
2026-07-25,Motor_Principal,447,21,0
2026-07-25,Compresor_A,316,17,0
2026-07-25,Bomba_Agua,143,22,0
2026-07-25,Ventilador_Norte,115,23,0
2026-07-25,Generador_Respaldo,79,2,0
2026-07-25,Banda_Transportadora,196,12,0
2026-07-26,Motor_Principal,427,22,2
2026-07-26,Compresor_A,224,18,0
2026-07-26,Bomba_Agua,150,24,0
2026-07-26,Ventilador_Norte,106,24,0
2026-07-26,Generador_Respaldo,80,5,0
2026-07-26,Banda_Transportadora,245,16,0
2026-07-27,Motor_Principal,537,24,0
2026-07-27,Compresor_A,289,15,0
2026-07-27,Bomba_Agua,148,22,0
2026-07-27,Ventilador_Norte,112,24,0
2026-07-27,Generador_Respaldo,85,3,0
2026-07-27,Banda_Transportadora,195,13,0
2026-07-28,Motor_Principal,453,24,0
2026-07-28,Compresor_A,345,18,0
2026-07-28,Bomba_Agua,151,24,0
2026-07-28,Ventilador_Norte,113,20,0
2026-07-28,Generador_Respaldo,80,1,0
2026-07-28,Banda_Transportadora,216,16,0
2026-07-29,Motor_Principal,436,20,0
2026-07-29,Compresor_A,332,14,0
2026-07-29,Bomba_Agua,137,24,0
2026-07-29,Ventilador_Norte,125,22,0
2026-07-29,Generador_Respaldo,94,6,0
2026-07-29,Banda_Transportadora,198,14,0
2026-07-30,Motor_Principal,459,19,2
2026-07-30,Compresor_A,376,14,0
2026-07-30,Bomba_Agua,157,24,0
2026-07-30,Ventilador_Norte,113,24,0
2026-07-30,Generador_Respaldo,96,4,0
2026-07-30,Banda_Transportadora,209,16,0
2026-07-31,Motor_Principal,423,22,0
2026-07-31,Compresor_A,257,15,2
2026-07-31,Bomba_Agua,131,19,0
2026-07-31,Ventilador_Norte,101,24,0
2026-07-31,Generador_Respaldo,102,5,0
2026-07-31,Banda_Transportadora,217,15,0
2026-08-01,Motor_Principal,462,19,0
2026-08-01,Compresor_A,321,15,0
2026-08-01,Bomba_Agua,167,22,0
2026-08-01,Ventilador_Norte,107,24,0
2026-08-01,Generador_Respaldo,98,5,0
2026-08-01,Banda_Transportadora,188,19,0
2026-08-02,Motor_Principal,417,18,0
2026-08-02,Compresor_A,275,21,0
2026-08-02,Bomba_Agua,138,23,0
2026-08-02,Ventilador_Norte,109,22,0
2026-08-02,Generador_Respaldo,85,3,0
2026-08-02,Banda_Transportadora,197,15,0
2026-08-03,Motor_Principal,531,20,0
2026-08-03,Compresor_A,342,18,3
2026-08-03,Bomba_Agua,159,24,0
2026-08-03,Ventilador_Norte,119,22,0
2026-08-03,Generador_Respaldo,88,2,0
2026-08-03,Banda_Transportadora,206,17,0
2026-08-04,Motor_Principal,397,20,0
2026-08-04,Compresor_A,318,18,2
2026-08-04,Bomba_Agua,144,24,0
2026-08-04,Ventilador_Norte,102,24,0
2026-08-04,Generador_Respaldo,86,1,0
2026-08-04,Banda_Transportadora,230,20,0
2026-08-05,Motor_Principal,470,23,0
2026-08-05,Compresor_A,322,18,0
2026-08-05,Bomba_Agua,119,24,0
2026-08-05,Ventilador_Norte,118,20,3
2026-08-05,Generador_Respaldo,102,0,0
2026-08-05,Banda_Transportadora,220,11,0
2026-08-06,Motor_Principal,420,22,0
2026-08-06,Compresor_A,281,18,3
2026-08-06,Bomba_Agua,159,23,0
2026-08-06,Ventilador_Norte,120,24,0
2026-08-06,Generador_Respaldo,86,4,0
2026-08-06,Banda_Transportadora,205,15,0
2026-08-07,Motor_Principal,421,23,0
2026-08-07,Compresor_A,312,19,0
2026-08-07,Bomba_Agua,130,22,0
2026-08-07,Ventilador_Norte,113,24,0
2026-08-07,Generador_Respaldo,98,4,0
2026-08-07,Banda_Transportadora,198,15,0
2026-08-08,Motor_Principal,466,20,1
2026-08-08,Compresor_A,353,17,0
2026-08-08,Bomba_Agua,146,24,0
2026-08-08,Ventilador_Norte,113,24,0
2026-08-08,Generador_Respaldo,80,6,0
2026-08-08,Banda_Transportadora,225,17,0
2026-08-09,Motor_Principal,408,24,0
2026-08-09,Compresor_A,333,18,0
2026-08-09,Bomba_Agua,164,24,0
2026-08-09,Ventilador_Norte,100,23,0
2026-08-09,Generador_Respaldo,84,6,1
2026-08-09,Banda_Transportadora,236,17,0
2026-08-10,Motor_Principal,438,22,0
2026-08-10,Compresor_A,362,16,0
2026-08-10,Bomba_Agua,163,24,0
2026-08-10,Ventilador_Norte,105,22,0
2026-08-10,Generador_Respaldo,91,2,0
2026-08-10,Banda_Transportadora,214,15,0
2026-08-11,Motor_Principal,422,20,0
2026-08-11,Compresor_A,311,17,0
2026-08-11,Bomba_Agua,157,21,0
2026-08-11,Ventilador_Norte,94,23,0
2026-08-11,Generador_Respaldo,81,5,2
2026-08-11,Banda_Transportadora,211,16,0
2026-08-12,Motor_Principal,444,19,0
2026-08-12,Compresor_A,341,17,2
2026-08-12,Bomba_Agua,147,24,0
2026-08-12,Ventilador_Norte,126,24,0
2026-08-12,Generador_Respaldo,92,2,0
2026-08-12,Banda_Transportadora,205,17,0
2026-08-13,Motor_Principal,453,22,0
2026-08-13,Compresor_A,327,15,0
2026-08-13,Bomba_Agua,159,24,0
2026-08-13,Ventilador_Norte,111,22,0
2026-08-13,Generador_Respaldo,70,3,0
2026-08-13,Banda_Transportadora,227,19,0
2026-08-14,Motor_Principal,556,21,0
2026-08-14,Compresor_A,305,16,0
2026-08-14,Bomba_Agua,140,22,0
2026-08-14,Ventilador_Norte,103,24,0
2026-08-14,Generador_Respaldo,111,3,0
2026-08-14,Banda_Transportadora,235,17,0
2026-08-15,Motor_Principal,506,23,0
2026-08-15,Compresor_A,269,15,0
2026-08-15,Bomba_Agua,162,21,0
2026-08-15,Ventilador_Norte,112,21,0
2026-08-15,Generador_Respaldo,88,5,2
2026-08-15,Banda_Transportadora,211,17,0
2026-08-16,Motor_Principal,424,20,0
2026-08-16,Compresor_A,309,17,0
2026-08-16,Bomba_Agua,157,22,0
2026-08-16,Ventilador_Norte,99,24,0
2026-08-16,Generador_Respaldo,86,5,0
2026-08-16,Banda_Transportadora,217,19,0
2026-08-17,Motor_Principal,533,24,0
2026-08-17,Compresor_A,312,18,0
2026-08-17,Bomba_Agua,132,22,0
2026-08-17,Ventilador_Norte,97,24,0
2026-08-17,Generador_Respaldo,91,3,0
2026-08-17,Banda_Transportadora,118,10,0
2026-08-18,Motor_Principal,486,22,3
2026-08-18,Compresor_A,329,12,0
2026-08-18,Bomba_Agua,139,23,0
2026-08-18,Ventilador_Norte,108,24,0
2026-08-18,Generador_Respaldo,70,3,0
2026-08-18,Banda_Transportadora,235,17,0
2026-08-19,Motor_Principal,471,21,0
2026-08-19,Compresor_A,302,17,0
2026-08-19,Bomba_Agua,164,24,0
2026-08-19,Ventilador_Norte,117,24,0
2026-08-19,Generador_Respaldo,77,3,0
2026-08-19,Banda_Transportadora,206,15,0
2026-08-20,Motor_Principal,474,19,0
2026-08-20,Compresor_A,275,19,0
2026-08-20,Bomba_Agua,159,24,0
2026-08-20,Ventilador_Norte,102,23,0
2026-08-20,Generador_Respaldo,97,0,0
2026-08-20,Banda_Transportadora,209,16,0
2026-08-21,Motor_Principal,455,19,0
2026-08-21,Compresor_A,339,15,1
2026-08-21,Bomba_Agua,161,23,0
2026-08-21,Ventilador_Norte,97,22,0
2026-08-21,Generador_Respaldo,72,3,1
2026-08-21,Banda_Transportadora,208,15,0
2026-08-22,Motor_Principal,493,19,3
2026-08-22,Compresor_A,304,17,0
2026-08-22,Bomba_Agua,136,24,0
2026-08-22,Ventilador_Norte,107,24,0
2026-08-22,Generador_Respaldo,88,1,1
2026-08-22,Banda_Transportadora,208,19,1
2026-08-23,Motor_Principal,443,22,0
2026-08-23,Compresor_A,278,17,0
2026-08-23,Bomba_Agua,152,23,0
2026-08-23,Ventilador_Norte,107,24,0
2026-08-23,Generador_Respaldo,75,4,0
2026-08-23,Banda_Transportadora,177,12,0
2026-08-24,Motor_Principal,417,22,0
2026-08-24,Compresor_A,300,21,0
2026-08-24,Bomba_Agua,127,22,1
2026-08-24,Ventilador_Norte,120,24,0
2026-08-24,Generador_Respaldo,82,2,0
2026-08-24,Banda_Transportadora,241,11,0
2026-08-25,Motor_Principal,391,18,0
2026-08-25,Compresor_A,295,20,3
2026-08-25,Bomba_Agua,114,22,0
2026-08-25,Ventilador_Norte,93,20,0
2026-08-25,Generador_Respaldo,91,5,0
2026-08-25,Banda_Transportadora,218,17,0
2026-08-26,Motor_Principal,491,24,0
2026-08-26,Compresor_A,311,17,0
2026-08-26,Bomba_Agua,175,19,0
2026-08-26,Ventilador_Norte,102,24,0
2026-08-26,Generador_Respaldo,88,0,0
2026-08-26,Banda_Transportadora,230,16,0
2026-08-27,Motor_Principal,426,21,0
2026-08-27,Compresor_A,315,17,0
2026-08-27,Bomba_Agua,145,23,0
2026-08-27,Ventilador_Norte,102,20,0
2026-08-27,Generador_Respaldo,103,7,0
2026-08-27,Banda_Transportadora,235,13,0
2026-08-28,Motor_Principal,458,21,0
2026-08-28,Compresor_A,288,20,0
2026-08-28,Bomba_Agua,130,24,0
2026-08-28,Ventilador_Norte,109,22,0
2026-08-28,Generador_Respaldo,88,6,0
2026-08-28,Banda_Transportadora,221,16,0
2026-08-29,Motor_Principal,427,19,0
2026-08-29,Compresor_A,323,19,0
2026-08-29,Bomba_Agua,124,22,0
2026-08-29,Ventilador_Norte,110,22,0
2026-08-29,Generador_Respaldo,92,1,0
2026-08-29,Banda_Transportadora,209,14,0
2026-08-30,Motor_Principal,489,21,0
2026-08-30,Compresor_A,317,16,0
2026-08-30,Bomba_Agua,169,22,0
2026-08-30,Ventilador_Norte,117,24,0
2026-08-30,Generador_Respaldo,78,5,0
2026-08-30,Banda_Transportadora,180,15,1
2026-08-31,Motor_Principal,432,24,0
2026-08-31,Compresor_A,333,15,0
2026-08-31,Bomba_Agua,152,24,0
2026-08-31,Ventilador_Norte,116,22,1
2026-08-31,Generador_Respaldo,79,3,0
2026-08-31,Banda_Transportadora,240,16,0
2026-09-01,Motor_Principal,477,19,0
2026-09-01,Compresor_A,410,17,0
2026-09-01,Bomba_Agua,116,24,0
2026-09-01,Ventilador_Norte,109,24,0
2026-09-01,Generador_Respaldo,88,5,0
2026-09-01,Banda_Transportadora,198,11,0
2026-09-02,Motor_Principal,504,21,0
2026-09-02,Compresor_A,310,16,0
2026-09-02,Bomba_Agua,125,21,0
2026-09-02,Ventilador_Norte,107,24,0
2026-09-02,Generador_Respaldo,84,2,0
2026-09-02,Banda_Transportadora,182,15,0
2026-09-03,Motor_Principal,404,24,0
2026-09-03,Compresor_A,356,19,0
2026-09-03,Bomba_Agua,143,21,0
2026-09-03,Ventilador_Norte,132,24,0
2026-09-03,Generador_Respaldo,101,4,0
2026-09-03,Banda_Transportadora,227,16,0
2026-09-04,Motor_Principal,493,23,0
2026-09-04,Compresor_A,298,15,0
2026-09-04,Bomba_Agua,106,23,0
2026-09-04,Ventilador_Norte,122,22,0
2026-09-04,Generador_Respaldo,77,1,0
2026-09-04,Banda_Transportadora,210,16,0
2026-09-05,Motor_Principal,386,23,0
2026-09-05,Compresor_A,286,20,0
2026-09-05,Bomba_Agua,155,17,0
2026-09-05,Ventilador_Norte,99,22,0
2026-09-05,Generador_Respaldo,85,0,0
2026-09-05,Banda_Transportadora,192,12,0
2026-09-06,Motor_Principal,452,21,0
2026-09-06,Compresor_A,296,20,0
2026-09-06,Bomba_Agua,161,21,0
2026-09-06,Ventilador_Norte,105,24,0
2026-09-06,Generador_Respaldo,86,9,0
2026-09-06,Banda_Transportadora,222,14,0
2026-09-07,Motor_Principal,391,20,0
2026-09-07,Compresor_A,297,16,0
2026-09-07,Bomba_Agua,148,24,2
2026-09-07,Ventilador_Norte,113,24,0
2026-09-07,Generador_Respaldo,95,2,0
2026-09-07,Banda_Transportadora,218,17,0
2026-09-08,Motor_Principal,427,18,0
2026-09-08,Compresor_A,308,14,0
2026-09-08,Bomba_Agua,166,23,0
2026-09-08,Ventilador_Norte,107,24,0
2026-09-08,Generador_Respaldo,73,4,3
2026-09-08,Banda_Transportadora,190,16,0
2026-09-09,Motor_Principal,432,22,0
2026-09-09,Compresor_A,344,17,0
2026-09-09,Bomba_Agua,150,24,0
2026-09-09,Ventilador_Norte,102,24,0
2026-09-09,Generador_Respaldo,92,7,0
2026-09-09,Banda_Transportadora,211,15,0
2026-09-10,Motor_Principal,431,23,0
2026-09-10,Compresor_A,301,17,0
2026-09-10,Bomba_Agua,144,23,0
2026-09-10,Ventilador_Norte,98,24,0
2026-09-10,Generador_Respaldo,89,0,0
2026-09-10,Banda_Transportadora,254,15,0
2026-09-11,Motor_Principal,441,18,3
2026-09-11,Compresor_A,234,18,0
2026-09-11,Bomba_Agua,158,24,0
2026-09-11,Ventilador_Norte,112,23,0
2026-09-11,Generador_Respaldo,76,3,0
2026-09-11,Banda_Transportadora,264,16,0
2026-09-12,Motor_Principal,431,19,0
2026-09-12,Compresor_A,309,20,0
2026-09-12,Bomba_Agua,171,24,0
2026-09-12,Ventilador_Norte,113,23,0
2026-09-12,Generador_Respaldo,90,4,0
2026-09-12,Banda_Transportadora,191,11,0
2026-09-13,Motor_Principal,506,24,0
2026-09-13,Compresor_A,289,20,0
2026-09-13,Bomba_Agua,173,23,0
2026-09-13,Ventilador_Norte,121,23,0
2026-09-13,Generador_Respaldo,67,4,0
2026-09-13,Banda_Transportadora,186,11,0
2026-09-14,Motor_Principal,522,24,0
2026-09-14,Compresor_A,322,19,0
2026-09-14,Bomba_Agua,127,23,0
2026-09-14,Ventilador_Norte,123,24,0
2026-09-14,Generador_Respaldo,79,4,0
2026-09-14,Banda_Transportadora,198,15,0
2026-09-15,Motor_Principal,439,23,0
2026-09-15,Compresor_A,335,17,0
2026-09-15,Bomba_Agua,161,22,0
2026-09-15,Ventilador_Norte,101,24,0
2026-09-15,Generador_Respaldo,93,3,0
2026-09-15,Banda_Transportadora,168,16,3
2026-09-16,Motor_Principal,383,24,0
2026-09-16,Compresor_A,310,18,0
2026-09-16,Bomba_Agua,164,22,0
2026-09-16,Ventilador_Norte,108,23,0
2026-09-16,Generador_Respaldo,77,0,0
2026-09-16,Banda_Transportadora,184,15,0
2026-09-17,Motor_Principal,406,20,0
2026-09-17,Compresor_A,305,14,0
2026-09-17,Bomba_Agua,162,20,0
2026-09-17,Ventilador_Norte,115,23,0
2026-09-17,Generador_Respaldo,73,2,0
2026-09-17,Banda_Transportadora,232,12,0
2026-09-18,Motor_Principal,482,22,0
2026-09-18,Compresor_A,309,16,1
2026-09-18,Bomba_Agua,136,24,0
2026-09-18,Ventilador_Norte,123,24,0
2026-09-18,Generador_Respaldo,71,3,0
2026-09-18,Banda_Transportadora,249,13,0
2026-09-19,Motor_Principal,369,21,0
2026-09-19,Compresor_A,329,16,0
2026-09-19,Bomba_Agua,131,24,0
2026-09-19,Ventilador_Norte,110,24,0
2026-09-19,Generador_Respaldo,79,3,0
2026-09-19,Banda_Transportadora,208,15,0
2026-09-20,Motor_Principal,448,19,0
2026-09-20,Compresor_A,354,17,0
2026-09-20,Bomba_Agua,149,24,0
2026-09-20,Ventilador_Norte,129,20,0
2026-09-20,Generador_Respaldo,78,1,0
2026-09-20,Banda_Transportadora,205,11,0
2026-09-21,Motor_Principal,449,24,0
2026-09-21,Compresor_A,300,17,0
2026-09-21,Bomba_Agua,178,24,0
2026-09-21,Ventilador_Norte,119,24,0
2026-09-21,Generador_Respaldo,84,4,0
2026-09-21,Banda_Transportadora,229,15,0
2026-09-22,Motor_Principal,486,20,0
2026-09-22,Compresor_A,346,14,0
2026-09-22,Bomba_Agua,151,24,0
2026-09-22,Ventilador_Norte,117,24,0
2026-09-22,Generador_Respaldo,86,5,3
2026-09-22,Banda_Transportadora,178,18,1
2026-09-23,Motor_Principal,432,22,0
2026-09-23,Compresor_A,345,16,0
2026-09-23,Bomba_Agua,158,24,0
2026-09-23,Ventilador_Norte,115,24,0
2026-09-23,Generador_Respaldo,87,3,0
2026-09-23,Banda_Transportadora,218,14,0
2026-09-24,Motor_Principal,408,23,0
2026-09-24,Compresor_A,342,20,0
2026-09-24,Bomba_Agua,154,24,0
2026-09-24,Ventilador_Norte,97,19,0
2026-09-24,Generador_Respaldo,81,2,0
2026-09-24,Banda_Transportadora,209,17,0
2026-09-25,Motor_Principal,438,19,0
2026-09-25,Compresor_A,321,16,0
2026-09-25,Bomba_Agua,190,21,0
2026-09-25,Ventilador_Norte,111,20,0
2026-09-25,Generador_Respaldo,78,0,0
2026-09-25,Banda_Transportadora,203,13,0
2026-09-26,Motor_Principal,486,23,0
2026-09-26,Compresor_A,356,17,0
2026-09-26,Bomba_Agua,135,21,0
2026-09-26,Ventilador_Norte,108,22,0
2026-09-26,Generador_Respaldo,78,1,0
2026-09-26,Banda_Transportadora,218,13,0
2026-09-27,Motor_Principal,443,19,0
2026-09-27,Compresor_A,340,13,0
2026-09-27,Bomba_Agua,172,23,0
2026-09-27,Ventilador_Norte,124,24,0
2026-09-27,Generador_Respaldo,92,2,0
2026-09-27,Banda_Transportadora,191,16,0
2026-09-28,Motor_Principal,468,24,0
2026-09-28,Compresor_A,315,16,0
2026-09-28,Bomba_Agua,152,22,0
2026-09-28,Ventilador_Norte,113,24,0
2026-09-28,Generador_Respaldo,80,4,0
2026-09-28,Banda_Transportadora,214,17,0
2026-09-29,Motor_Principal,447,20,0
2026-09-29,Compresor_A,402,20,0
2026-09-29,Bomba_Agua,139,20,0
2026-09-29,Ventilador_Norte,111,19,0
2026-09-29,Generador_Respaldo,82,6,0
2026-09-29,Banda_Transportadora,241,19,0
2026-09-30,Motor_Principal,418,19,0
2026-09-30,Compresor_A,405,16,0
2026-09-30,Bomba_Agua,166,21,0
2026-09-30,Ventilador_Norte,107,24,0
2026-09-30,Generador_Respaldo,97,5,0
2026-09-30,Banda_Transportadora,211,17,0
2026-10-01,Motor_Principal,373,24,0
2026-10-01,Compresor_A,311,20,0
2026-10-01,Bomba_Agua,152,23,0
2026-10-01,Ventilador_Norte,112,24,0
2026-10-01,Generador_Respaldo,87,5,0
2026-10-01,Banda_Transportadora,205,13,0
2026-10-02,Motor_Principal,437,21,0
2026-10-02,Compresor_A,297,16,0
2026-10-02,Bomba_Agua,114,24,0
2026-10-02,Ventilador_Norte,97,22,0
2026-10-02,Generador_Respaldo,90,0,0
2026-10-02,Banda_Transportadora,215,15,0
2026-10-03,Motor_Principal,381,23,0
2026-10-03,Compresor_A,287,20,0
2026-10-03,Bomba_Agua,151,24,0
2026-10-03,Ventilador_Norte,136,24,0
2026-10-03,Generador_Respaldo,82,4,0
2026-10-03,Banda_Transportadora,162,15,0
2026-10-04,Motor_Principal,494,22,0
2026-10-04,Compresor_A,320,16,0
2026-10-04,Bomba_Agua,148,24,0
2026-10-04,Ventilador_Norte,142,21,0
2026-10-04,Generador_Respaldo,81,3,0
2026-10-04,Banda_Transportadora,178,15,0
2026-10-05,Motor_Principal,468,24,0
2026-10-05,Compresor_A,362,14,0
2026-10-05,Bomba_Agua,136,24,0
2026-10-05,Ventilador_Norte,107,21,0
2026-10-05,Generador_Respaldo,78,5,0
2026-10-05,Banda_Transportadora,234,13,0
2026-10-06,Motor_Principal,424,21,0
2026-10-06,Compresor_A,344,16,1
2026-10-06,Bomba_Agua,145,23,0
2026-10-06,Ventilador_Norte,132,22,0
2026-10-06,Generador_Respaldo,71,1,0
2026-10-06,Banda_Transportadora,218,19,0
2026-10-07,Motor_Principal,423,24,0
2026-10-07,Compresor_A,340,19,0
2026-10-07,Bomba_Agua,161,24,0
2026-10-07,Ventilador_Norte,110,23,0
2026-10-07,Generador_Respaldo,68,5,1
2026-10-07,Banda_Transportadora,212,12,0
2026-10-08,Motor_Principal,455,20,0
2026-10-08,Compresor_A,285,18,0
2026-10-08,Bomba_Agua,129,24,0
2026-10-08,Ventilador_Norte,107,24,0
2026-10-08,Generador_Respaldo,88,3,0
2026-10-08,Banda_Transportadora,170,15,0
2026-10-09,Motor_Principal,369,19,0
2026-10-09,Compresor_A,368,16,0
2026-10-09,Bomba_Agua,175,23,0
2026-10-09,Ventilador_Norte,130,24,0
2026-10-09,Generador_Respaldo,82,0,0
2026-10-09,Banda_Transportadora,233,18,0
2026-10-10,Motor_Principal,504,20,0
2026-10-10,Compresor_A,320,15,0
2026-10-10,Bomba_Agua,153,22,2
2026-10-10,Ventilador_Norte,112,23,0
2026-10-10,Generador_Respaldo,86,2,0
2026-10-10,Banda_Transportadora,199,15,0
2026-10-11,Motor_Principal,438,21,0
2026-10-11,Compresor_A,343,20,0
2026-10-11,Bomba_Agua,161,23,0
2026-10-11,Ventilador_Norte,121,22,0
2026-10-11,Generador_Respaldo,81,1,1
2026-10-11,Banda_Transportadora,189,15,0
2026-10-12,Motor_Principal,448,18,0
2026-10-12,Compresor_A,371,20,0
2026-10-12,Bomba_Agua,150,22,0
2026-10-12,Ventilador_Norte,101,19,0
2026-10-12,Generador_Respaldo,69,0,0
2026-10-12,Banda_Transportadora,207,15,0
2026-10-13,Motor_Principal,452,21,0
2026-10-13,Compresor_A,322,17,0
2026-10-13,Bomba_Agua,118,24,0
2026-10-13,Ventilador_Norte,94,24,0
2026-10-13,Generador_Respaldo,82,6,0
2026-10-13,Banda_Transportadora,177,19,0
2026-10-14,Motor_Principal,462,21,0
2026-10-14,Compresor_A,341,19,0
2026-10-14,Bomba_Agua,137,20,0
2026-10-14,Ventilador_Norte,93,23,0
2026-10-14,Generador_Respaldo,82,7,0
2026-10-14,Banda_Transportadora,213,13,0
2026-10-15,Motor_Principal,515,22,0
2026-10-15,Compresor_A,289,17,0
2026-10-15,Bomba_Agua,125,23,0
2026-10-15,Ventilador_Norte,111,22,0
2026-10-15,Generador_Respaldo,79,3,0
2026-10-15,Banda_Transportadora,183,18,3
2026-10-16,Motor_Principal,537,22,0
2026-10-16,Compresor_A,314,20,0
2026-10-16,Bomba_Agua,144,22,0
2026-10-16,Ventilador_Norte,108,21,0
2026-10-16,Generador_Respaldo,94,3,0
2026-10-16,Banda_Transportadora,213,17,0
2026-10-17,Motor_Principal,405,19,0
2026-10-17,Compresor_A,311,18,0
2026-10-17,Bomba_Agua,154,22,0
2026-10-17,Ventilador_Norte,111,23,0
2026-10-17,Generador_Respaldo,93,2,0
2026-10-17,Banda_Transportadora,233,14,0
2026-10-18,Motor_Principal,468,21,0
2026-10-18,Compresor_A,320,20,0
2026-10-18,Bomba_Agua,166,24,0
2026-10-18,Ventilador_Norte,122,24,0
2026-10-18,Generador_Respaldo,88,3,0
2026-10-18,Banda_Transportadora,224,15,0
2026-10-19,Motor_Principal,442,20,0
2026-10-19,Compresor_A,351,21,0
2026-10-19,Bomba_Agua,159,20,0
2026-10-19,Ventilador_Norte,119,24,0
2026-10-19,Generador_Respaldo,85,3,0
2026-10-19,Banda_Transportadora,181,15,0
2026-10-20,Motor_Principal,400,23,0
2026-10-20,Compresor_A,273,18,0
2026-10-20,Bomba_Agua,125,24,0
2026-10-20,Ventilador_Norte,124,24,0
2026-10-20,Generador_Respaldo,96,3,0
2026-10-20,Banda_Transportadora,213,15,0
2026-10-21,Motor_Principal,495,21,0
2026-10-21,Compresor_A,348,18,0
2026-10-21,Bomba_Agua,175,22,0
2026-10-21,Ventilador_Norte,124,21,0
2026-10-21,Generador_Respaldo,64,3,2
2026-10-21,Banda_Transportadora,221,15,0
2026-10-22,Motor_Principal,481,19,0
2026-10-22,Compresor_A,322,19,0
2026-10-22,Bomba_Agua,137,23,0
2026-10-22,Ventilador_Norte,107,24,0
2026-10-22,Generador_Respaldo,76,5,0
2026-10-22,Banda_Transportadora,232,15,0
2026-10-23,Motor_Principal,497,20,0
2026-10-23,Compresor_A,340,15,0
2026-10-23,Bomba_Agua,178,23,0
2026-10-23,Ventilador_Norte,106,21,0
2026-10-23,Generador_Respaldo,94,3,0
2026-10-23,Banda_Transportadora,196,13,0
2026-10-24,Motor_Principal,378,22,0
2026-10-24,Compresor_A,298,17,0
2026-10-24,Bomba_Agua,142,23,0
2026-10-24,Ventilador_Norte,100,22,0
2026-10-24,Generador_Respaldo,80,2,0
2026-10-24,Banda_Transportadora,208,16,0
2026-10-25,Motor_Principal,519,24,0
2026-10-25,Compresor_A,310,18,0
2026-10-25,Bomba_Agua,145,23,0
2026-10-25,Ventilador_Norte,109,21,0
2026-10-25,Generador_Respaldo,72,5,0
2026-10-25,Banda_Transportadora,167,13,0
2026-10-26,Motor_Principal,384,21,0
2026-10-26,Compresor_A,294,14,0
2026-10-26,Bomba_Agua,131,24,0
2026-10-26,Ventilador_Norte,99,24,0
2026-10-26,Generador_Respaldo,76,5,0
2026-10-26,Banda_Transportadora,159,17,0
2026-10-27,Motor_Principal,409,21,0
2026-10-27,Compresor_A,311,19,3
2026-10-27,Bomba_Agua,139,24,0
2026-10-27,Ventilador_Norte,111,24,0
2026-10-27,Generador_Respaldo,78,3,3
2026-10-27,Banda_Transportadora,248,16,0
2026-10-28,Motor_Principal,438,21,0
2026-10-28,Compresor_A,335,15,0
2026-10-28,Bomba_Agua,152,24,0
2026-10-28,Ventilador_Norte,113,24,0
2026-10-28,Generador_Respaldo,88,6,0
2026-10-28,Banda_Transportadora,182,14,0
